Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1283,Midway Arcade Treasures,PS2,2003,Misc,Midway Games,0.72,0.56,0.0,0.19,1.47
1284,Metal Gear Rising: Revengeance,PS3,2013,Action,Konami Digital Entertainment,0.45,0.4,0.44,0.18,1.47
1285,Major League Baseball 2K5,PS2,2005,Sports,Take-Two Interactive,0.72,0.56,0.0,0.19,1.47
1286,Assassin's Creed III: Liberation,PSV,2012,Action,Ubisoft,0.58,0.55,0.06,0.28,1.47
1287,Disney Princess: Magical Jewels,DS,2007,Adventure,Disney Interactive Studios,1.15,0.2,0.0,0.12,1.4699999999999998
1288,Mortal Kombat 4,PS,1998,Fighting,GT Interactive,0.81,0.55,0.0,0.1,1.4600000000000002
1289,Medal of Honor: Warfighter,PS3,2012,Action,Electronic Arts,0.47,0.65,0.06,0.28,1.4600000000000002
1290,Donkey Kong,2600,1981,Platform,Coleco,1.36,0.08,0.0,0.02,1.4600000000000002
1291,Mass Effect 3,PS3,2012,Role-Playing,Electronic Arts,0.63,0.59,0.03,0.21,1.46
1292,WCW vs the World,PS,1998,Fighting,THQ,1.17,0.2,0.04,0.05,1.46
1293,BioShock,PS3,2008,Shooter,Take-Two Interactive,0.75,0.49,0.01,0.21,1.46
1294,SNK vs. Capcom: The Match of the Millennium,PSP,2006,Fighting,Sega,0.53,0.58,0.0,0.35,1.46
1295,The House of the Dead 2 & 3 Return,Wii,2008,Shooter,Sega,0.78,0.5,0.03,0.15,1.46
1296,Mario Superstar Baseball,GC,2005,Sports,Nintendo,0.93,0.24,0.25,0.04,1.46
1297,The SpongeBob SquarePants Movie,GBA,2004,Platform,THQ,1.02,0.38,0.0,0.06,1.46
1298,Wall-E,DS,2008,Platform,THQ,0.46,0.83,0.0,0.17,1.46
1299,Super Monkey Ball,GC,2001,Puzzle,Atari,0.95,0.37,0.1,0.04,1.46
1300,Battlefield: Bad Company,X360,2008,Shooter,Electronic Arts,0.81,0.46,0.04,0.15,1.46
1301,LEGO City Undercover,3DS,2013,Platform,Nintendo,0.51,0.75,0.07,0.12,1.4500000000000002
1302,Batman: Arkham Knight,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.86,0.46,0.0,0.13,1.4500000000000002
1303,Homefront,X360,2011,Shooter,THQ,0.83,0.48,0.02,0.12,1.4500000000000002
1304,Diablo III,X360,2013,Role-Playing,Activision,0.89,0.44,0.0,0.12,1.4500000000000002
1305,Hello Kitty Party,DS,2007,Misc,Rising Star Games,0.79,0.53,0.0,0.13,1.4500000000000002
1306,Resident Evil: Outbreak,PS2,2003,Action,Capcom,0.54,0.35,0.46,0.1,1.4500000000000002
1307,Anno 2070,PC,2011,Strategy,Ubisoft,0.0,1.13,0.0,0.32,1.45
1308,Onimusha 3: Demon Siege,PS2,2004,Action,Capcom,0.37,0.47,0.54,0.07,1.45
1309,Dragon Ball Z,SNES,1993,Fighting,Namco Bandai Games,0.0,0.0,1.45,0.0,1.45
1310,Red Dead Revolver,PS2,2004,Shooter,Take-Two Interactive,0.71,0.55,0.0,0.19,1.45
1311,4 Nin uchi Mahjong,NES,1984,Misc,Nintendo,0.0,0.0,1.45,0.0,1.45
1312,Dragon Quest Monsters: Joker 2,DS,2010,Role-Playing,Square Enix,0.11,0.08,1.24,0.02,1.45
1313,Tony Hawk's American Wasteland (Weekly american sales),PS2,2005,Sports,Activision,1.38,0.05,0.0,0.02,1.45
1314,Smarty Pants,Wii,2007,Misc,Electronic Arts,0.53,0.76,0.0,0.16,1.45
1315,LEGO Batman 2: DC Super Heroes,Wii,2012,Action,Warner Bros. Interactive Entertainment,0.94,0.4,0.0,0.11,1.45
1316,Namco Museum 64,N64,1999,Misc,Namco Bandai Games,1.24,0.17,0.03,0.01,1.45
1317,Game de Hakken!! Tamagotchi 2,GB,1997,Simulation,Namco Bandai Games,0.0,0.0,1.44,0.01,1.45
1318,My Word Coach,DS,2007,Misc,Ubisoft,0.37,0.9,0.0,0.18,1.45
1319,Tamagotchi,GB,1996,Simulation,Namco Bandai Games,0.0,0.0,1.44,0.01,1.45
1320,Tiger Woods PGA Tour 2005,PS2,2004,Sports,Electronic Arts,1.03,0.32,0.0,0.09,1.4400000000000002
1321,Kirby Super Star,SNES,1996,Platform,Nintendo,0.26,0.07,1.09,0.02,1.4400000000000002
1322,SingStar Pop,PS2,2007,Misc,Sony Computer Entertainment,0.04,1.08,0.0,0.32,1.4400000000000002
1323,Disney Infinity,X360,2013,Action,Disney Interactive Studios,0.96,0.37,0.0,0.11,1.4400000000000002
1324,Dead Space 2,PS3,2011,Shooter,Electronic Arts,0.73,0.5,0.0,0.21,1.44
1325,Kinect Joy Ride,X360,2010,Racing,Microsoft Game Studios,0.92,0.4,0.0,0.12,1.44
1326,SimCity (2013),PC,2013,Simulation,Electronic Arts,0.48,0.77,0.0,0.19,1.44
1327,Sonic's Ultimate Genesis Collection,X360,2009,Misc,Sega,0.85,0.46,0.0,0.13,1.44
1328,Hasbro Family Game Night,Wii,2008,Puzzle,Electronic Arts,0.97,0.34,0.0,0.13,1.44
1329,Frogger 2: Swampy's Revenge,PS,1999,Action,Hasbro Interactive,0.8,0.54,0.0,0.09,1.4300000000000002
1330,The Legend of Zelda: The Minish Cap,GBA,2004,Action,Nintendo,0.89,0.22,0.22,0.1,1.4300000000000002
1331,Tiger Woods PGA Tour 09 All-Play,Wii,2008,Sports,Electronic Arts,0.81,0.48,0.0,0.14,1.4300000000000002
1332,Far Cry 4,PS3,2014,Shooter,Ubisoft,0.33,0.79,0.08,0.23,1.4300000000000002
1333,Rayman Raving Rabbids,Wii,2006,Misc,Ubisoft,1.23,0.07,0.02,0.11,1.4300000000000002
1334,WWE SmackDown vs Raw 2008,X360,2007,Fighting,THQ,0.92,0.38,0.0,0.13,1.4300000000000002
1335,Need for Speed Rivals,PS3,2013,Racing,Electronic Arts,0.33,0.74,0.05,0.31,1.4300000000000002
1336,LEGO Indiana Jones 2: The Adventure Continues,Wii,2009,Action,Activision,0.91,0.39,0.0,0.13,1.4300000000000002
1337,NCAA Football 2003,PS2,2002,Sports,Electronic Arts,1.16,0.08,0.0,0.19,1.43
1338,Disney's DuckTales,GB,1988,Platform,Capcom,0.82,0.23,0.35,0.03,1.43
1339,Sonic Rivals,PSP,2006,Racing,Sega,0.73,0.42,0.0,0.28,1.43
1340,Dragon Quest VII: Warriors of Eden,3DS,2013,Role-Playing,Square Enix,0.07,0.04,1.3,0.01,1.4200000000000002
1341,NBA Live 06 (Weekly american sales),PS2,2005,Sports,Electronic Arts,1.35,0.05,0.0,0.02,1.4200000000000002
1342,Triple Play 2000,PS,1999,Sports,Electronic Arts,0.79,0.54,0.0,0.09,1.4200000000000002
1343,Injustice: Gods Among Us,X360,2013,Fighting,Warner Bros. Interactive Entertainment,0.97,0.34,0.0,0.11,1.4200000000000002
1344,Cabela's Big Game Hunter,PS2,2002,Sports,Activision,0.7,0.54,0.0,0.18,1.42
1345,Dead Space,X360,2008,Action,Electronic Arts,0.89,0.4,0.0,0.13,1.42
1346,Disney's The Lion King,GEN,1994,Platform,Virgin Interactive,0.97,0.37,0.03,0.05,1.42
1347,Fight Night Round 4,X360,2009,Fighting,Electronic Arts,0.95,0.34,0.0,0.13,1.42
1348,Classic NES Series: Super Mario Bros.,GBA,2004,Platform,Nintendo,0.0,0.0,1.39,0.03,1.42
1349,Need For Speed: Undercover,PS2,2008,Racing,Electronic Arts,0.38,0.08,0.03,0.93,1.42
1350,UFC Undisputed 2010,PS3,2010,Fighting,THQ,0.8,0.41,0.02,0.19,1.42
1351,Super Metroid,SNES,1994,Action,Nintendo,0.57,0.12,0.71,0.02,1.42
1352,Tomb Raider (2013),PS4,2014,Action,Square Enix,0.47,0.64,0.06,0.25,1.42
1353,Sonic Generations,X360,2011,Platform,Sega,0.71,0.57,0.0,0.14,1.42
1354,Pro Yakyuu Family Stadium '87,NES,1987,Sports,Namco Bandai Games,0.12,0.0,1.3,0.0,1.42
1355,Inazuma Eleven 2,DS,2009,Role-Playing,Nintendo,0.0,0.21,1.18,0.03,1.42
1356,NFL Street,PS2,2004,Sports,Electronic Arts,1.15,0.08,0.0,0.19,1.42
1357,Knockout Kings 2000,PS,1999,Fighting,Electronic Arts,1.02,0.34,0.0,0.05,1.4100000000000001
1358,Metroid: Other M,Wii,2010,Action,Nintendo,0.87,0.31,0.13,0.1,1.4100000000000001
1359,Ridge Racer,PSP,2004,Racing,Sony Computer Entertainment,0.36,0.45,0.32,0.28,1.4100000000000001
1360,Toy Story 3: The Video Game,Wii,2010,Action,Disney Interactive Studios,0.64,0.63,0.0,0.14,1.4100000000000001
1361,Call of Duty: Black Ops,Wii,2010,Shooter,Activision,0.82,0.47,0.0,0.12,1.4100000000000001
1362,LEGO Star Wars: The Video Game,GC,2005,Action,Eidos Interactive,1.09,0.28,0.0,0.04,1.4100000000000001
1363,Twisted Metal: Black,PS2,2001,Racing,Sony Computer Entertainment,1.19,0.17,0.0,0.05,1.41
1364,NASCAR 2005: Chase for the Cup,PS2,2004,Racing,Electronic Arts,0.69,0.54,0.0,0.18,1.41
1365,Resident Evil (Remake),GC,2002,Action,Capcom,0.63,0.38,0.35,0.05,1.41
1366,Madden NFL 15,PS3,2014,Sports,Electronic Arts,1.07,0.15,0.0,0.19,1.41
1367,Far Cry 2,PS3,2008,Action,Ubisoft,0.43,0.7,0.01,0.27,1.41
1368,LEGO Star Wars II: The Original Trilogy,PSP,2006,Action,LucasArts,0.58,0.51,0.0,0.32,1.41
1369,Gran Turismo 4 Prologue,PS2,2003,Racing,Sony Computer Entertainment,0.0,0.47,0.77,0.17,1.41
1370,Colin McRae Rally 3,PS2,2002,Racing,Codemasters,0.03,1.05,0.02,0.3,1.4000000000000001
1371,Madden NFL 2002,PS,2001,Sports,Electronic Arts,0.78,0.53,0.0,0.09,1.4000000000000001
1372,Sonic Advance 3,GBA,2004,Platform,THQ,0.74,0.52,0.08,0.06,1.4000000000000001
1373,Final Fantasy XII: Revenant Wings,DS,2007,Role-Playing,Square Enix,0.34,0.42,0.54,0.1,1.4000000000000001
1374,Deus Ex: Human Revolution,PS3,2011,Shooter,Square Enix,0.5,0.6,0.07,0.23,1.4000000000000001
1375,Spider-Man: The Movie,XB,2002,Action,Activision,1.07,0.28,0.0,0.05,1.4000000000000001
1376,Final Fantasy III,NES,1990,Role-Playing,SquareSoft,0.0,0.0,1.39,0.01,1.4
1377,2Xtreme,PS,1996,Sports,Sony Computer Entertainment,1.15,0.2,0.0,0.05,1.4
1378,Battlefield 4,PC,2013,Shooter,Electronic Arts,0.38,0.86,0.0,0.16,1.4
1379,Persona 4: Golden,PSV,2012,Role-Playing,Atlus,0.46,0.34,0.38,0.21,1.3900000000000001
1380,Dynasty Warriors 5,PS2,2005,Action,Tecmo Koei,0.24,0.18,0.91,0.06,1.3900000000000001
1381,Doom (2016),PS4,2016,Shooter,Bethesda Softworks,0.49,0.66,0.02,0.22,1.39
1382,WWE '13,PS3,2012,Action,THQ,0.51,0.62,0.0,0.26,1.39
1383,Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,1991,Action,Konami Digital Entertainment,1.05,0.17,0.15,0.02,1.39
1384,Bravely Default: Flying Fairy,3DS,2012,Role-Playing,Nintendo,0.5,0.32,0.49,0.07,1.3800000000000001
1385,Bakugan: Battle Brawlers,DS,2009,Action,Activision,1.27,0.02,0.0,0.09,1.3800000000000001
1386,Dave Mirra Freestyle BMX 2,PS2,2001,Sports,Acclaim Entertainment,0.67,0.53,0.0,0.18,1.3800000000000001
1387,True Crime: Streets of LA,XB,2003,Action,Activision,0.96,0.37,0.0,0.05,1.3800000000000001
1388,The Sims 2,PSP,2005,Simulation,Electronic Arts,0.49,0.56,0.0,0.33,1.3800000000000001
1389,Forza Horizon 2,XOne,2014,Racing,Microsoft Game Studios,0.5,0.78,0.01,0.09,1.3800000000000001
1390,Duke Nukem: Time to Kill,PS,1998,Shooter,Take-Two Interactive,0.77,0.54,0.0,0.07,1.3800000000000001
1391,MotorStorm: Pacific Rift,PS3,2008,Racing,Sony Computer Entertainment,0.43,0.67,0.02,0.26,1.3800000000000001
1392,Titanfall,X360,2014,Shooter,Electronic Arts,0.87,0.38,0.02,0.11,1.3800000000000001
1393,NBA Jam,SNES,1994,Sports,Acclaim Entertainment,1.19,0.16,0.0,0.03,1.38
1394,Hannah Montana: Spotlight World Tour,Wii,2007,Action,Disney Interactive Studios,0.87,0.38,0.0,0.13,1.38
1395,Deus Ex: Human Revolution,X360,2011,Shooter,Square Enix,0.76,0.48,0.02,0.12,1.38
1396,Sonic Colors,DS,2010,Platform,Sega,0.74,0.5,0.01,0.13,1.38
1397,Assassin's Creed: Rogue,PS3,2014,Action,Ubisoft,0.46,0.62,0.06,0.23,1.37
1398,Gardening Mama,DS,2009,Puzzle,505 Games,0.8,0.43,0.01,0.13,1.37
1399,Tom Clancy's Ghost Recon 2,XB,2004,Shooter,Ubisoft,0.86,0.45,0.0,0.06,1.37
1400,A Collection of Activision Classic Games for the Atari 2600,PS,1998,Misc,Activision,0.76,0.52,0.0,0.09,1.37
1401,Hasbro Family Game Night 2,Wii,2009,Misc,Electronic Arts,0.71,0.53,0.0,0.13,1.37
1402,Paper Mario,N64,2000,Role-Playing,Nintendo,0.58,0.18,0.59,0.02,1.37
1403,LEGO Indiana Jones: The Original Adventures,PS2,2008,Action,LucasArts,0.6,0.01,0.0,0.76,1.37
1404,Pocket Monsters Stadium,N64,1998,Strategy,Nintendo,0.0,0.0,1.37,0.0,1.37
1405,Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,Activision,0.99,0.33,0.0,0.05,1.37
1406,Disney Princess: Enchanted Journey,Wii,2007,Adventure,Disney Interactive Studios,1.24,0.04,0.0,0.09,1.37
1407,Burnout Paradise,X360,2008,Racing,Electronic Arts,0.63,0.58,0.01,0.15,1.3699999999999999
1408,Dead Rising 2,PS3,2010,Action,Capcom,0.43,0.57,0.15,0.22,1.3699999999999999
1409,NBA 2K15,PS3,2014,Sports,Take-Two Interactive,0.86,0.27,0.02,0.22,1.3699999999999999
1410,LEGO Harry Potter: Years 1-4,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.55,0.6,0.0,0.22,1.3699999999999999
1411,Dragon Quest III: Soshite Densetsu e...,SNES,1996,Role-Playing,Enix Corporation,0.0,0.0,1.36,0.0,1.36
1412,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,Shooter,Ubisoft,0.66,0.45,0.04,0.21,1.36
1413,Crash Bandicoot 2: N-Tranced,GBA,2003,Platform,Vivendi Games,0.63,0.66,0.0,0.07,1.36
1414,SingStar Abba,PS2,2008,Misc,Sony Computer Entertainment,0.23,0.04,0.0,1.09,1.36
1415,Gradius,NES,1986,Shooter,Konami Digital Entertainment,0.27,0.08,1.0,0.01,1.36
1416,F1 2010,PS3,2010,Racing,Codemasters,0.25,0.76,0.08,0.27,1.36
1417,Need for Speed: The Run,X360,2011,Action,Electronic Arts,0.63,0.58,0.0,0.15,1.3599999999999999
1418,Dead to Rights,PS2,2002,Shooter,Electronic Arts,0.67,0.52,0.0,0.17,1.3599999999999999
1419,Ridge Racer 7,PS3,2006,Racing,Namco Bandai Games,0.24,0.7,0.16,0.26,1.3599999999999999
1420,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,Fighting,Capcom,0.81,0.29,0.11,0.14,1.35
1421,Grand Theft Auto: Chinatown Wars,DS,2009,Action,Take-Two Interactive,0.59,0.57,0.05,0.14,1.35
1422,Battlefield: Bad Company,PS3,2008,Shooter,Electronic Arts,0.76,0.36,0.05,0.18,1.35
1423,Centipede,2600,1981,Shooter,Atari,1.26,0.08,0.0,0.01,1.35
1424,Madden NFL 98,PS,1997,Sports,Electronic Arts,1.29,0.03,0.0,0.03,1.35
1425,Ryse: Son of Rome,XOne,2013,Action,Microsoft Game Studios,0.82,0.42,0.0,0.11,1.35
1426,FIFA Soccer 09,PSP,2008,Sports,Electronic Arts,0.23,0.73,0.02,0.37,1.35
1427,SaGa Frontier,PS,1997,Role-Playing,SquareSoft,0.15,0.04,1.07,0.09,1.35
1428,Samurai Warriors,PS2,2004,Action,Electronic Arts,0.22,0.05,1.06,0.02,1.35
1429,FIFA Soccer 08,X360,2007,Sports,Electronic Arts,0.31,0.89,0.01,0.14,1.35
1430,Mario & Luigi: Partners in Time,DS,2005,Role-Playing,Nintendo,0.77,0.07,0.43,0.08,1.35
1431,Yoshi's New Island,3DS,2014,Platform,Nintendo,0.47,0.51,0.28,0.09,1.35
1432,Alan Wake,X360,2010,Action,Microsoft Game Studios,0.66,0.51,0.05,0.13,1.35
1433,SingStar Party,PS2,2004,Misc,Sony Computer Entertainment,0.0,1.04,0.0,0.31,1.35
1434,Monster Hunter Freedom,PSP,2005,Role-Playing,Capcom,0.24,0.04,1.03,0.04,1.35
1435,FIFA Soccer 08,PSP,2007,Sports,Electronic Arts,0.2,0.76,0.0,0.39,1.35
1436,Dance Dance Revolution (Japan),PS,1999,Simulation,Konami Digital Entertainment,0.0,0.0,1.26,0.09,1.35
1437,Test Drive,PS2,2002,Racing,Atari,0.95,0.21,0.01,0.18,1.3499999999999999
1438,The Simpsons: Hit & Run,XB,2003,Racing,Vivendi Games,0.7,0.58,0.0,0.07,1.3499999999999999
1439,Devil May Cry 4,X360,2008,Action,Capcom,0.79,0.34,0.08,0.13,1.3400000000000003
1440,Lost Planet: Extreme Condition,X360,2006,Shooter,Capcom,1.09,0.04,0.1,0.11,1.3400000000000003
1441,Namco Museum DS,DS,2007,Misc,Atari,1.18,0.01,0.06,0.09,1.34
1442,WWE SmackDown vs Raw 2008,PS3,2007,Fighting,THQ,0.62,0.5,0.01,0.21,1.34
1443,Mortal Kombat 3,GEN,1994,Fighting,Acclaim Entertainment,1.03,0.27,0.0,0.04,1.34
1444,Command & Conquer: Red Alert 2,PC,2000,Strategy,Electronic Arts,1.32,0.02,0.0,0.0,1.34
1445,MVP Baseball 2004,PS2,2004,Sports,Electronic Arts,1.1,0.06,0.0,0.18,1.34
1446,Tony Hawk's Pro Skater,GB,2000,Sports,Activision,0.9,0.38,0.01,0.05,1.34
1447,The Sims: Bustin' Out,GBA,2003,Simulation,Electronic Arts,0.93,0.35,0.0,0.06,1.34
1448,Donkey Kong Jungle Beat,GC,2004,Platform,Nintendo,0.84,0.22,0.24,0.04,1.34
1449,WWF War Zone,N64,1998,Fighting,Acclaim Entertainment,1.08,0.24,0.0,0.02,1.34
1450,Doom 3,XB,2005,Shooter,Activision,0.85,0.43,0.0,0.06,1.34
1451,Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,2004,Platform,Sony Computer Entertainment,1.27,0.05,0.0,0.02,1.34
1452,Mortal Kombat X,XOne,2015,Fighting,Warner Bros. Interactive Entertainment,1.0,0.21,0.0,0.13,1.3399999999999999
1453,The ICO & Shadow of the Colossus Collection,PS3,2011,Adventure,Sony Computer Entertainment,0.67,0.37,0.13,0.17,1.3399999999999999
1454,Crysis 2,X360,2011,Action,Electronic Arts,0.7,0.5,0.02,0.12,1.3399999999999999
1455,Max Payne 2: The Fall of Max Payne,PS2,2003,Shooter,Take-Two Interactive,0.65,0.51,0.0,0.17,1.33
1456,NBA 2K14,PS4,2013,Sports,Take-Two Interactive,0.89,0.31,0.01,0.12,1.33
1457,Middle-Earth: Shadow of Mordor,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.72,0.5,0.01,0.1,1.33
1458,Triple Play 2001,PS,2000,Sports,Electronic Arts,0.74,0.5,0.0,0.09,1.33
1459,Spider-Man: The Movie,GBA,2002,Action,Activision,0.92,0.35,0.01,0.05,1.33
1460,Final Fantasy X / X-2 HD Remaster,PS3,2013,Role-Playing,Square Enix,0.43,0.4,0.32,0.18,1.33
1461,Need for Speed Carbon,PS2,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.33
1462,Rage,PS3,2011,Shooter,Bethesda Softworks,0.47,0.59,0.06,0.21,1.33
1463,Skylanders SWAP Force,X360,2013,Platform,Activision,0.86,0.36,0.0,0.11,1.33
1464,Corvette,PS2,2004,Racing,TDK Mediactive,0.65,0.51,0.0,0.17,1.33
1465,Metroid Prime 2: Echoes,GC,2004,Shooter,Nintendo,0.87,0.35,0.07,0.04,1.33
1466,Dark Souls II,PS3,2014,Role-Playing,Namco Bandai Games,0.4,0.36,0.4,0.17,1.33
1467,LEGO Batman: The Videogame,PS3,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.42,0.0,0.19,1.3299999999999998
1468,Need for Speed Underground Rivals,PSP,2005,Racing,Electronic Arts,0.69,0.38,0.02,0.24,1.3299999999999998
1469,UFC Undisputed 2010,X360,2010,Fighting,THQ,0.9,0.31,0.0,0.11,1.32
1470,TOCA 2: Touring Cars,PS,1998,Racing,Codemasters,0.03,1.16,0.02,0.11,1.32
1471,Fighting Force,PS,1997,Fighting,Eidos Interactive,0.73,0.5,0.0,0.09,1.32
1472,NFL 2K3,PS2,2002,Sports,Atari,1.06,0.08,0.0,0.18,1.32
1473,Madden NFL 97,PS,1996,Sports,Electronic Arts,0.73,0.5,0.0,0.09,1.32
1474,MAG: Massive Action Game,PS3,2010,Shooter,Sony Computer Entertainment,0.77,0.3,0.09,0.16,1.32
1475,Pokemon Ranger: Guardian Signs,DS,2010,Role-Playing,Nintendo,0.51,0.17,0.58,0.06,1.32
1476,Your Shape: Fitness Evolved,X360,2010,Sports,Ubisoft,0.79,0.42,0.0,0.11,1.32
1477,Gyromite,NES,1985,Puzzle,Nintendo,0.73,0.16,0.4,0.03,1.32
1478,TNN Motor Sports Hardcore 4x4,PS,1996,Racing,ASC Games,0.73,0.5,0.0,0.09,1.32
1479,Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2003,Role-Playing,Capcom,0.31,0.04,0.96,0.01,1.32
1480,The LEGO Movie Videogame,X360,2014,Action,Warner Bros. Interactive Entertainment,0.69,0.52,0.0,0.11,1.32
1481,Kingdom Hearts II,PS3,2014,Role-Playing,Square Enix,0.52,0.43,0.18,0.19,1.3199999999999998
1482,Cars 2,DS,2011,Racing,Disney Interactive Studios,0.72,0.44,0.04,0.12,1.3199999999999998
1483,World of Warcraft: Wrath of the Lich King,PC,2008,Role-Playing,Activision,0.01,0.13,0.0,1.18,1.3199999999999998
1484,Petz Wild Animals: Dolphinz,DS,2007,Simulation,Ubisoft,0.71,0.48,0.0,0.13,1.3199999999999998
1485,Deal or No Deal,Wii,2009,Misc,Zoo Games,1.22,0.0,0.0,0.09,1.31
1486,Burnout 3: Takedown,XB,2004,Racing,Electronic Arts,0.84,0.43,0.0,0.04,1.31
1487,Pitfall II: Lost Caverns,2600,1983,Platform,Activision,1.22,0.07,0.0,0.02,1.31
1488,LEGO Battles,DS,2009,Strategy,Warner Bros. Interactive Entertainment,0.81,0.38,0.0,0.12,1.31
1489,Turok: Evolution,PS2,2002,Shooter,Acclaim Entertainment,0.64,0.5,0.0,0.17,1.31
1490,The Beatles: Rock Band,X360,2009,Misc,MTV Games,0.97,0.23,0.0,0.11,1.31
1491,Skylanders Giants,X360,2012,Action,Activision,0.75,0.45,0.0,0.11,1.31
1492,SingStar '80s,PS2,2005,Misc,Sony Computer Entertainment,0.27,0.02,0.0,1.02,1.31
1493,Yu-Gi-Oh! The Sacred Cards,GBA,2002,Role-Playing,Konami Digital Entertainment,0.94,0.35,0.0,0.02,1.31
1494,[Prototype],X360,2009,Action,Activision,0.84,0.35,0.0,0.12,1.31
1495,Tekken 6,X360,2009,Fighting,Namco Bandai Games,0.71,0.42,0.05,0.13,1.31
1496,IHRA Drag Racing 2,PS2,2002,Racing,Bethesda Softworks,0.64,0.5,0.0,0.17,1.31
1497,Rugrats Studio Tour,PS,1999,Adventure,THQ,0.57,0.67,0.0,0.07,1.31
1498,Digimon World,PS,1999,Role-Playing,Namco Bandai Games,0.56,0.38,0.28,0.08,1.3000000000000003
1499,Gold's Gym: Cardio Workout,Wii,2008,Sports,Ubisoft,1.11,0.04,0.06,0.09,1.3000000000000003
1500,Romancing SaGa 3,SNES,1995,Role-Playing,SquareSoft,0.0,0.0,1.29,0.01,1.3
1501,Resident Evil Zero,GC,2002,Action,Capcom,0.54,0.27,0.45,0.04,1.3
1502,Saints Row IV,PS3,2013,Action,Deep Silver,0.56,0.44,0.09,0.21,1.3
1503,Madagascar,PS2,2005,Platform,Activision,0.78,0.45,0.0,0.07,1.3
1504,Test Drive 5,PS,1997,Racing,Accolade,1.05,0.2,0.0,0.05,1.3
1505,NBA Live 07,PS2,2006,Sports,Electronic Arts,1.07,0.04,0.02,0.17,1.3
1506,EA Playground,Wii,2007,Sports,Electronic Arts,0.69,0.48,0.0,0.13,1.2999999999999998
1507,High School Musical 3: Senior Year DANCE!,Wii,2008,Misc,Disney Interactive Studios,0.68,0.49,0.0,0.13,1.2999999999999998
1508,Yoshi's Woolly World,WiiU,2015,Platform,Nintendo,0.61,0.47,0.11,0.1,1.2900000000000003
1509,EA Sports Active 2,Wii,2010,Sports,Electronic Arts,0.78,0.4,0.0,0.11,1.2900000000000003
1510,Tom Clancy's Rainbow Six: Siege,XOne,2015,Shooter,Ubisoft,0.73,0.44,0.0,0.12,1.29
1511,Mega Man Battle Network 3 Blue / White Version,GBA,2002,Role-Playing,Capcom,0.39,0.02,0.85,0.03,1.29
1512,Watch Dogs,X360,2014,Action,Ubisoft,0.72,0.45,0.01,0.11,1.29
1513,Rise of the Tomb Raider,XOne,2015,Adventure,Square Enix,0.53,0.64,0.02,0.1,1.29
1514,Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003,Platform,TDK Mediactive,0.93,0.34,0.0,0.02,1.29
1515,Need for Speed Carbon,Wii,2006,Racing,Electronic Arts,0.46,0.66,0.02,0.15,1.29
1516,Crysis 2,PS3,2011,Action,Electronic Arts,0.45,0.57,0.06,0.21,1.29
1517,Mystery Case Files: MillionHeir,DS,2008,Adventure,Nintendo,0.76,0.4,0.0,0.12,1.2800000000000002
1518,Army Men 3D,PS,1999,Action,3DO,1.1,0.14,0.0,0.04,1.2800000000000002
1519,Guitar Hero: Aerosmith,Wii,2008,Misc,Activision,1.04,0.14,0.0,0.1,1.2800000000000002
1520,Imagine: Wedding Designer,DS,2008,Simulation,Ubisoft,0.55,0.59,0.0,0.14,1.2800000000000002
1521,Transformers,PS2,2004,Shooter,Atari,0.63,0.49,0.0,0.16,1.28
1522,Manhunt,PS2,2003,Action,Take-Two Interactive,0.63,0.49,0.0,0.16,1.28
1523,FIFA Street,PS3,2012,Sports,Electronic Arts,0.11,0.92,0.0,0.25,1.28
1524,Metal Gear Solid V: Ground Zeroes,PS4,2014,Action,Konami Digital Entertainment,0.45,0.46,0.17,0.2,1.28
1525,WWE '13,X360,2012,Action,THQ,0.72,0.45,0.0,0.11,1.28
1526,Tomb Raider: Underworld,PS3,2008,Action,Eidos Interactive,0.45,0.56,0.05,0.22,1.28
1527,Midnight Club 3: DUB Edition (America weekly sales),PS2,2005,Racing,Take-Two Interactive,1.22,0.05,0.0,0.01,1.28
1528,Yakuman,GB,1989,Misc,Nintendo,0.0,0.0,1.28,0.0,1.28
1529,Assassin's Creed Syndicate,XOne,2015,Action,Ubisoft,0.61,0.56,0.0,0.11,1.28
1530,Champions of Norrath,PS2,2004,Role-Playing,Sony Online Entertainment,0.63,0.49,0.0,0.16,1.28
1531,Valkyria Chronicles,PS3,2008,Role-Playing,Sega,0.71,0.2,0.24,0.13,1.2799999999999998
1532,Rockstar Games presents Table Tennis,Wii,2007,Sports,Take-Two Interactive,0.39,0.73,0.0,0.15,1.27
1533,Tony Hawk's Underground,XB,2003,Sports,Activision,0.85,0.37,0.0,0.05,1.27
